iter	Passed	Remaining
333	6386	12735
334	6421	12747
335	6442	12730
336	6465	12720
337	6488	12707
338	6506	12685
339	6525	12667
340	6540	12640
341	6555	12613
342	6572	12589
343	6588	12563
344	6606	12542
345	6622	12518
346	6638	12492
347	6654	12468
348	6685	12469
349	6700	12443
350	6719	12425
351	6735	12400
352	6751	12373
353	6765	12346
354	6782	12323
355	6802	12304
356	6819	12281
357	6835	12258
358	6853	12236
359	6873	12219
360	6894	12203
361	6912	12182
362	6937	12173
363	6969	12177
364	7002	12183
365	7024	12168
366	7053	12165
367	7085	12167
368	7123	12180
369	7225	12302
370	7269	12324
371	7296	12318
372	7321	12306
373	7344	12293
374	7370	12284
375	7393	12269
376	7416	12255
377	7442	12247
378	7462	12227
379	7482	12208
380	7502	12188
381	7520	12166
382	7540	12148
383	7561	12130
384	7582	12112
385	7612	12108
386	7657	12129
387	7675	12106
388	7697	12090
389	7720	12074
390	7743	12060
391	7767	12046
392	7794	12039
393	7812	12016
394	7829	11991
395	7852	11977
396	7883	11973
397	7900	11950
398	7920	11929
399	7937	11905
400	7957	11886
401	7979	11869
402	7995	11844
403	8013	11821
404	8031	11800
405	8050	11778
406	8069	11757
407	8091	11740
408	8112	11722
409	8131	11701
410	8154	11686
411	8177	11670
412	8194	11647
413	8216	11630
414	8240	11616
415	8265	11603
416	8286	11584
417	8308	11568
418	8327	11546
419	8345	11525
420	8365	11504
421	8381	11480
422	8400	11459
423	8420	11438
424	8441	11421
425	8485	11433
426	8504	11412
427	8526	11395
428	8552	11383
429	8580	11374
430	8608	11364
431	8638	11358
432	8687	11375
433	8765	11431
434	8790	11418
435	8815	11403
436	8850	11401
437	8874	11386
438	8899	11372
439	8927	11362
440	8947	11341
441	8978	11335
442	9025	11348
443	9051	11334
444	9091	11339
445	9130	11341
446	9158	11330
447	9185	11317
448	9220	11315
449	9255	11312
450	9284	11301
451	9306	11282
452	9329	11266
453	9349	11244
454	9369	11222
455	9387	11199
456	9405	11175
457	9424	11153
458	9468	11159
459	9493	11144
460	9526	11138
461	9550	11121
462	9565	11094
463	9590	11078
464	9614	11061
465	9645	11053
466	9667	11034
467	9693	11018
468	9711	10994
469	9727	10969
470	9747	10947
471	9770	10929
472	9800	10919
473	9832	10910
474	9858	10895
475	9949	10953
476	9988	10952
477	10011	10932
478	10030	10910
479	10057	10896
480	10081	10877
481	10106	10861
482	10124	10837
483	10140	10810
484	10156	10784
485	10174	10760
486	10195	10739
487	10216	10719
488	10247	10708
489	10268	10688
490	10288	10665
491	10305	10640
492	10323	10616
493	10340	10591
494	10357	10566
495	10373	10541
496	10390	10515
497	10408	10491
498	10426	10468
499	10441	10441
500	10457	10415
501	10484	10400
502	10520	10395
503	10551	10384
504	10570	10361
505	10586	10335
506	10601	10308
507	10617	10282
508	10636	10260
509	10654	10236
510	10667	10208
511	10684	10184
512	10707	10164
513	10726	10142
514	10759	10132
515	10793	10124
516	10814	10103
517	10834	10081
518	10857	10062
519	10872	10036
520	10891	10013
521	10907	9988
522	10925	9964
523	10941	9938
524	10957	9913
525	10977	9892
526	11004	9876
527	11023	9854
528	11047	9835
529	11068	9815
530	11086	9791
531	11102	9766
532	11119	9742
533	11132	9714
534	11147	9689
535	11169	9668
536	11187	9645
537	11203	9620
538	11220	9596
539	11236	9572
540	11251	9545
541	11268	9522
542	11281	9495
543	11296	9468
544	11309	9442
545	11334	9424
546	11351	9400
547	11368	9376
548	11388	9355
549	11409	9334
550	11432	9315
551	11450	9293
552	11473	9274
553	11493	9252
554	11515	9233
555	11542	9217
556	11561	9194
557	11575	9169
558	11593	9146
559	11609	9121
560	11625	9097
561	11640	9071
562	11661	9051
563	11684	9032
564	11708	9014
565	11734	8997
566	11756	8977
567	11779	8958
568	11852	8977
569	11876	8959
570	11899	8940
571	11914	8914
572	11927	8888
573	11947	8866
574	11962	8841
575	11978	8817
576	11995	8793
577	12009	8768
578	12029	8746
579	12054	8729
580	12073	8707
581	12090	8683
582	12106	8659
583	12121	8634
584	12136	8609
585	12153	8586
586	12169	8561
587	12186	8538
588	12204	8516
589	12223	8494
590	12240	8471
591	12257	8447
592	12273	8423
593	12294	8403
594	12314	8382
595	12331	8358
596	12349	8336
597	12363	8311
598	12381	8288
599	12396	8264
600	12414	8241
601	12430	8218
602	12447	8194
603	12464	8171
604	12480	8148
605	12497	8125
606	12514	8102
607	12531	8079
608	12547	8055
609	12564	8033
610	12581	8009
611	12600	7988
612	12615	7964
613	12632	7941
614	12651	7919
615	12669	7897
616	12684	7873
617	12700	7850
618	12717	7827
619	12733	7804
620	12747	7779
621	12768	7759
622	12785	7736
623	12801	7713
624	12818	7690
625	12836	7669
626	12851	7645
627	12868	7622
628	12886	7601
629	12906	7579
630	12922	7556
631	12938	7533
632	12954	7510
633	12970	7487
634	12983	7463
635	12997	7438
636	13013	7416
637	13032	7394
638	13052	7373
639	13070	7351
640	13087	7330
641	13105	7308
642	13123	7286
643	13139	7263
644	13154	7240
645	13168	7216
646	13183	7192
647	13200	7170
648	13220	7149
649	13237	7127
650	13255	7106
651	13272	7084
652	13288	7061
653	13304	7039
654	13324	7018
655	13340	6995
656	13356	6973
657	13375	6951
658	13394	6930
659	13414	6910
660	13432	6888
661	13448	6866
662	13467	6845
663	13488	6825
664	13509	6805
665	13531	6785
666	13548	6764
667	13567	6743
668	13583	6720
669	13601	6699
670	13618	6677
671	13635	6655
672	13652	6633
673	13671	6612
674	13687	6590
675	13707	6569
676	13725	6548
677	13742	6526
678	13765	6507
679	13790	6489
680	13812	6470
681	13831	6449
682	13849	6427
683	13871	6408
684	13889	6387
685	13909	6366
686	13926	6344
687	13946	6324
688	13967	6304
689	13987	6284
690	14010	6265
691	14032	6245
692	14054	6226
693	14073	6205
694	14088	6182
695	14103	6160
696	14120	6138
697	14140	6118
698	14159	6097
699	14175	6075
700	14196	6055
701	14211	6032
702	14229	6011
703	14245	5989
704	14262	5967
705	14278	5945
706	14295	5924
707	14311	5902
708	14331	5882
709	14347	5860
710	14365	5839
711	14383	5817
712	14401	5796
713	14419	5775
714	14437	5754
715	14454	5733
716	14472	5712
717	14492	5691
718	14509	5670
719	14526	5649
720	14541	5627
721	14557	5605
722	14573	5583
723	14590	5562
724	14605	5540
725	14624	5519
726	14644	5499
727	14668	5480
728	14684	5458
729	14707	5439
730	14733	5421
731	14754	5401
732	14774	5381
733	14792	5360
734	14810	5339
735	14827	5318
736	14844	5297
737	14863	5276
738	14881	5255
739	14903	5236
740	14920	5215
741	14938	5194
742	14953	5172
743	14972	5151
744	14993	5131
745	15013	5111
746	15033	5091
747	15049	5070
748	15067	5049
749	15084	5028
750	15102	5007
751	15123	4987
752	15144	4967
753	15163	4947
754	15181	4926
755	15200	4905
756	15216	4884
757	15233	4863
758	15253	4843
759	15270	4822
760	15286	4800
761	15303	4779
762	15321	4759
763	15340	4738
764	15358	4717
765	15375	4696
766	15392	4675
767	15410	4655
768	15427	4634
769	15445	4613
770	15461	4592
771	15480	4571
772	15500	4551
773	15520	4531
774	15538	4511
775	15558	4491
776	15576	4470
777	15594	4449
778	15612	4429
779	15628	4408
780	15645	4387
781	15660	4365
782	15676	4344
783	15691	4323
784	15708	4302
785	15722	4280
786	15738	4259
787	15753	4238
788	15769	4217
789	15788	4196
790	15803	4175
791	15819	4154
792	15835	4133
793	15850	4112
794	15865	4090
795	15879	4069
796	15894	4048
797	15910	4027
798	15927	4006
799	15942	3985
800	15957	3964
801	15972	3943
802	15984	3921
803	16004	3901
804	16020	3880
805	16038	3860
806	16053	3839
807	16069	3818
808	16083	3797
809	16099	3776
810	16114	3755
811	16130	3734
812	16145	3713
813	16162	3693
814	16177	3672
815	16193	3651
816	16208	3630
817	16225	3610
818	16239	3588
819	16257	3568
820	16271	3547
821	16287	3526
822	16301	3505
823	16316	3484
824	16333	3464
825	16348	3443
826	16363	3423
827	16378	3402
828	16394	3381
829	16408	3360
830	16424	3340
831	16439	3319
832	16455	3299
833	16469	3278
834	16490	3258
835	16504	3237
836	16519	3217
837	16533	3196
838	16548	3175
839	16563	3154
840	16578	3134
841	16593	3113
842	16607	3092
843	16622	3072
844	16642	3052
845	16660	3032
846	16677	3012
847	16693	2992
848	16709	2971
849	16725	2951
850	16739	2930
851	16759	2911
852	16775	2890
853	16793	2870
854	16810	2850
855	16826	2830
856	16841	2810
857	16857	2789
858	16874	2769
859	16893	2750
860	16912	2730
861	16932	2710
862	16949	2690
863	16973	2671
864	16994	2652
865	17013	2632
866	17035	2613
867	17055	2593
868	17074	2573
869	17091	2553
870	17109	2534
871	17131	2514
872	17154	2495
873	17172	2475
874	17187	2455
875	17205	2435
876	17223	2415
877	17241	2395
878	17255	2375
879	17273	2355
880	17289	2335
881	17307	2315
882	17322	2295
883	17340	2275
884	17360	2255
885	17376	2235
886	17396	2216
887	17411	2196
888	17429	2176
889	17446	2156
890	17464	2136
891	17484	2116
892	17500	2096
893	17516	2076
894	17533	2056
895	17547	2036
896	17561	2016
897	17576	1996
898	17591	1976
899	17608	1956
900	17626	1936
901	17644	1917
902	17661	1897
903	17684	1877
904	17701	1858
905	17718	1838
906	17733	1818
907	17751	1798
908	17765	1778
909	17779	1758
910	17794	1738
911	17809	1718
912	17824	1698
913	17840	1678
914	17855	1658
915	17875	1639
916	17892	1619
917	17910	1599
918	17934	1580
919	17958	1561
920	17976	1541
921	17992	1522
922	18008	1502
923	18025	1482
924	18048	1463
925	18064	1443
926	18082	1423
927	18096	1404
928	18112	1384
929	18126	1364
930	18141	1344
931	18156	1324
932	18170	1304
933	18188	1285
934	18216	1266
935	18238	1247
936	18287	1229
937	18309	1210
938	18324	1190
939	18340	1170
940	18364	1151
941	18380	1131
942	18398	1112
943	18414	1092
944	18432	1072
945	18454	1053
946	18472	1033
947	18487	1014
948	18501	994
949	18519	974
950	18541	955
951	18557	935
952	18574	916
953	18591	896
954	18609	876
955	18627	857
956	18640	837
957	18656	817
958	18672	798
959	18694	778
960	18715	759
961	18736	740
962	18756	720
963	18773	701
964	18796	681
965	18815	662
966	18832	642
967	18852	623
968	18870	603
969	18886	584
970	18902	564
971	18919	545
972	18940	525
973	18965	506
974	18988	486
975	19004	467
976	19021	447
977	19038	428
978	19054	408
979	19069	389
980	19088	369
981	19106	350
982	19125	330
983	19145	311
984	19163	291
985	19187	272
986	19205	252
987	19223	233
988	19239	213
989	19258	194
990	19277	175
991	19297	155
992	19314	136
993	19333	116
994	19349	97
995	19371	77
996	19388	58
997	19404	38
998	19419	19
999	19436	0
